datetime_mst,vehicleId,speed,latitude,longitude,altitude,heading,vibration
2022-10-03 15:15:30,TK669,9.237701416015625,50.202477,-114.901270,1753,323,3.299999952316284
2022-10-03 15:15:30,TK544,5.06078577041626,50.202580,-114.900826,1752,278,3.4000000953674316
2022-10-03 15:15:30,L19733,3.8761487007141113,50.202510,-114.899740,1744,263,2.299999952316284
2022-10-03 15:15:31,L17755,15.584507942199707,50.202320,-114.900230,1748,82,4.300000190734863
2022-10-03 15:15:31,TK669,9.008131980895996,50.202496,-114.901290,1754,322,3.4000000953674316
2022-10-03 15:15:31,TK544,4.918448448181152,50.202580,-114.900850,1752,279,5.099999904632568
2022-10-03 15:15:32,L19733,3.976330041885376,50.202507,-114.899760,1744,264,1.399999976158142
2022-10-03 15:15:32,L17755,16.63838768005371,50.202328,-114.900170,1748,82,2.4000000953674316
2022-10-03 15:15:32,TK669,8.506519317626953,50.202515,-114.901310,1754,321,3.5
2022-10-03 15:15:32,TK544,3.447176218032837,50.202580,-114.900856,1752,277,3.4000000953674316
2022-10-03 15:15:33,L19733,3.979750633239746,50.202507,-114.899770,1744,264,3.4000000953674316
2022-10-03 15:15:33,L17755,17.580167770385742,50.202335,-114.900085,1748,83,4.699999809265137
2022-10-03 15:15:33,TK669,8.472858428955078,50.202534,-114.901340,1754,321,2.5
2022-10-03 15:15:33,TK544,2.42512845993042,50.202580,-114.900870,1752,276,2.5
2022-10-03 15:15:34,L19733,3.650407075881958,50.202507,-114.899790,1744,264,3.799999952316284
2022-10-03 15:15:34,L17755,18.165023803710938,50.202340,-114.900010,1747,84,2.9000000953674316
2022-10-03 15:15:34,TK548,14.61670970916748,50.204533,-114.902810,1767,179,3.0999999046325684
2022-10-03 15:15:34,TK669,8.103199005126953,50.202550,-114.901360,1754,320,2.799999952316284
2022-10-03 15:15:34,TK544,3.081103801727295,50.202580,-114.900890,1752,276,5.099999904632568
2022-10-03 15:15:35,L19733,4.188549995422363,50.202507,-114.899810,1744,265,4.800000190734863
